product_id,product_category_name
prod_00444,ferramentas_jardim
prod_00445,informatica_acessorios
prod_00446,utilidades_domesticas
prod_00447,utilidades_domesticas
prod_00448,cama_mesa_banho
prod_00449,moveis_decoracao
prod_00450,bebes
prod_00451,cama_mesa_banho
prod_00452,utilidades_domesticas
prod_00453,utilidades_domesticas
prod_00454,cama_mesa_banho
prod_00455,esporte_lazer
prod_00456,moveis_decoracao
prod_00457,utilidades_domesticas
prod_00458,cama_mesa_banho
prod_00459,beleza_saude
prod_00460,bebes
prod_00461,beleza_saude
prod_00462,informatica_acessorios
prod_00463,cool_stuff
prod_00464,esporte_lazer
prod_00465,relogios_presentes
prod_00466,utilidades_domesticas
prod_00467,esporte_lazer
prod_00468,eletronicos
prod_00469,fashion_bolsas_e_acessorios
prod_00470,informatica_acessorios
prod_00471,cama_mesa_banho
prod_00472,esporte_lazer
prod_00473,informatica_acessorios
prod_00474,informatica_acessorios
prod_00475,informatica_acessorios
prod_00476,cool_stuff
prod_00477,informatica_acessorios
prod_00478,esporte_lazer
prod_00479,moveis_decoracao
prod_00480,ferramentas_jardim
prod_00481,telefonia
prod_00482,moveis_decoracao
prod_00483,pet_shop
prod_00484,moveis_escritorio
prod_00485,pet_shop
prod_00486,moveis_decoracao
prod_00487,perfumaria
prod_00488,brinquedos
prod_00489,automotivo
prod_00490,cool_stuff
prod_00491,papelaria
prod_00492,telefonia
prod_00493,beleza_saude
prod_00494,informatica_acessorios
prod_00495,cama_mesa_banho
prod_00496,cama_mesa_banho
prod_00497,relogios_presentes
prod_00498,cama_mesa_banho
prod_00499,esporte_lazer
prod_00500,cama_mesa_banho
prod_00501,cama_mesa_banho
prod_00502,cama_mesa_banho
prod_00503,brinquedos
prod_00504,utilidades_domesticas
prod_00505,cool_stuff
prod_00506,esporte_lazer
prod_00507,beleza_saude
prod_00508,beleza_saude
prod_00509,cama_mesa_banho
prod_00510,cama_mesa_banho
prod_00511,brinquedos
prod_00512,beleza_saude
prod_00513,esporte_lazer
prod_00514,cama_mesa_banho
prod_00515,alimentos_bebidas
prod_00516,informatica_acessorios
prod_00517,telefonia
prod_00518,telefonia
prod_00519,ferramentas_jardim
prod_00520,brinquedos
prod_00521,papelaria
prod_00522,telefonia
prod_00523,relogios_presentes
prod_00524,esporte_lazer
prod_00525,utilidades_domesticas
prod_00526,alimentos_bebidas
prod_00527,esporte_lazer
prod_00528,brinquedos
prod_00529,informatica_acessorios
prod_00530,cool_stuff
prod_00531,informatica_acessorios
prod_00532,telefonia
prod_00533,moveis_decoracao
prod_00534,moveis_escritorio
prod_00535,esporte_lazer
prod_00536,ferramentas_jardim
prod_00537,brinquedos
prod_00538,esporte_lazer
prod_00539,relogios_presentes
prod_00540,cama_mesa_banho
prod_00541,moveis_decoracao
prod_00542,moveis_decoracao
prod_00543,utilidades_domesticas
prod_00544,esporte_lazer
prod_00545,pet_shop
prod_00546,telefonia
prod_00547,cool_stuff
prod_00548,cool_stuff
prod_00549,beleza_saude
prod_00550,beleza_saude
prod_00551,eletronicos
prod_00552,cama_mesa_banho
prod_00553,moveis_decoracao
prod_00554,beleza_saude
prod_00555,moveis_decoracao
prod_00556,bebes
prod_00557,esporte_lazer
prod_00558,automotivo
prod_00559,moveis_escritorio
prod_00560,informatica_acessorios
prod_00561,esporte_lazer
prod_00562,beleza_saude
prod_00563,relogios_presentes
prod_00564,cama_mesa_banho
prod_00565,telefonia
prod_00566,beleza_saude
prod_00567,telefonia
prod_00568,cool_stuff
prod_00569,beleza_saude
prod_00570,informatica_acessorios
prod_00571,informatica_acessorios
prod_00572,automotivo
prod_00573,esporte_lazer
prod_00574,relogios_presentes
prod_00575,beleza_saude
prod_00576,esporte_lazer
prod_00577,utilidades_domesticas
prod_00578,relogios_presentes
prod_00579,esporte_lazer
prod_00580,utilidades_domesticas
prod_00581,cool_stuff
prod_00582,cool_stuff
prod_00583,esporte_lazer
prod_00584,informatica_acessorios
prod_00585,informatica_acessorios
prod_00586,esporte_lazer
prod_00587,brinquedos
prod_00588,ferramentas_jardim
prod_00589,automotivo
prod_00590,beleza_saude
prod_00591,informatica_acessorios
prod_00592,utilidades_domesticas
prod_00593,beleza_saude
prod_00594,beleza_saude
prod_00595,utilidades_domesticas
prod_00596,informatica_acessorios
prod_00597,moveis_decoracao
prod_00598,bebes
prod_00599,moveis_decoracao
prod_00600,bebes
prod_00601,informatica_acessorios
prod_00602,moveis_decoracao
prod_00603,bebes
prod_00604,alimentos_bebidas
prod_00605,telefonia
prod_00606,telefonia
prod_00607,esporte_lazer
prod_00608,perfumaria
prod_00609,fashion_bolsas_e_acessorios
prod_00610,moveis_decoracao
prod_00611,beleza_saude
prod_00612,beleza_saude
prod_00613,brinquedos
prod_00614,cool_stuff
prod_00615,esporte_lazer
prod_00616,moveis_escritorio
prod_00617,cool_stuff
prod_00618,moveis_escritorio
prod_00619,cama_mesa_banho
prod_00620,brinquedos
prod_00621,pet_shop
prod_00622,ferramentas_jardim
prod_00623,moveis_escritorio
prod_00624,ferramentas_jardim
prod_00625,moveis_decoracao
prod_00626,informatica_acessorios
prod_00627,informatica_acessorios
prod_00628,utilidades_domesticas
prod_00629,beleza_saude
prod_00630,esporte_lazer
prod_00631,esporte_lazer
prod_00632,automotivo
prod_00633,relogios_presentes
prod_00634,bebes
prod_00635,informatica_acessorios
prod_00636,informatica_acessorios
prod_00637,telefonia
prod_00638,esporte_lazer
prod_00639,moveis_escritorio
prod_00640,informatica_acessorios
prod_00641,fashion_bolsas_e_acessorios
prod_00642,moveis_decoracao
prod_00643,beleza_saude
prod_00644,informatica_acessorios
prod_00645,beleza_saude
prod_00646,beleza_saude
prod_00647,moveis_escritorio
prod_00648,perfumaria
prod_00649,telefonia
prod_00650,cool_stuff
prod_00651,informatica_acessorios
prod_00652,perfumaria
prod_00653,utilidades_domesticas
prod_00654,perfumaria
prod_00655,cool_stuff
prod_00656,beleza_saude
prod_00657,telefonia
prod_00658,utilidades_domesticas
prod_00659,moveis_decoracao
prod_00660,esporte_lazer
prod_00661,beleza_saude
prod_00662,automotivo
prod_00663,perfumaria
prod_00664,automotivo
prod_00665,telefonia
prod_00666,informatica_acessorios
prod_00667,informatica_acessorios
prod_00668,moveis_decoracao
prod_00669,beleza_saude
prod_00670,moveis_decoracao
prod_00671,esporte_lazer
prod_00672,beleza_saude
prod_00673,telefonia
prod_00674,esporte_lazer
prod_00675,telefonia
prod_00676,beleza_saude
prod_00677,pet_shop
prod_00678,utilidades_domesticas
prod_00679,informatica_acessorios
prod_00680,esporte_lazer
prod_00681,automotivo
prod_00682,beleza_saude
prod_00683,esporte_lazer
prod_00684,esporte_lazer
prod_00685,automotivo
prod_00686,pet_shop
prod_00687,alimentos_bebidas
prod_00688,cama_mesa_banho
prod_00689,automotivo
prod_00690,beleza_saude
prod_00691,telefonia
prod_00692,beleza_saude
prod_00693,informatica_acessorios
prod_00694,beleza_saude
prod_00695,utilidades_domesticas
prod_00696,esporte_lazer
prod_00697,eletronicos
prod_00698,papelaria
prod_00699,automotivo
prod_00700,alimentos_bebidas
prod_00701,cama_mesa_banho
prod_00702,cama_mesa_banho
prod_00703,beleza_saude
prod_00704,utilidades_domesticas
prod_00705,pet_shop
prod_00706,esporte_lazer
prod_00707,utilidades_domesticas
prod_00708,cool_stuff
prod_00709,moveis_decoracao
prod_00710,relogios_presentes
prod_00711,cama_mesa_banho
prod_00712,moveis_decoracao
prod_00713,perfumaria
prod_00714,cama_mesa_banho
prod_00715,utilidades_domesticas
prod_00716,informatica_acessorios
prod_00717,informatica_acessorios
prod_00718,esporte_lazer
prod_00719,informatica_acessorios
prod_00720,beleza_saude
prod_00721,cool_stuff
prod_00722,ferramentas_jardim
prod_00723,beleza_saude
prod_00724,relogios_presentes
prod_00725,informatica_acessorios
prod_00726,relogios_presentes
prod_00727,esporte_lazer
prod_00728,fashion_bolsas_e_acessorios
prod_00729,beleza_saude
prod_00730,moveis_decoracao
prod_00731,ferramentas_jardim
prod_00732,esporte_lazer
prod_00733,beleza_saude
prod_00734,informatica_acessorios
prod_00735,cool_stuff
prod_00736,esporte_lazer
prod_00737,moveis_decoracao
prod_00738,ferramentas_jardim
prod_00739,informatica_acessorios
prod_00740,beleza_saude
prod_00741,alimentos_bebidas
prod_00742,beleza_saude
prod_00743,informatica_acessorios
prod_00744,brinquedos
prod_00745,telefonia
prod_00746,relogios_presentes
prod_00747,moveis_decoracao
prod_00748,beleza_saude
prod_00749,beleza_saude
prod_00750,alimentos_bebidas
prod_00751,automotivo
prod_00752,utilidades_domesticas
prod_00753,beleza_saude
prod_00754,cool_stuff
prod_00755,automotivo
prod_00756,utilidades_domesticas
prod_00757,bebes
prod_00758,ferramentas_jardim
prod_00759,automotivo
prod_00760,cool_stuff
prod_00761,cool_stuff
prod_00762,moveis_decoracao
prod_00763,brinquedos
prod_00764,informatica_acessorios
prod_00765,utilidades_domesticas
prod_00766,informatica_acessorios
prod_00767,ferramentas_jardim
prod_00768,bebes
prod_00769,telefonia
prod_00770,esporte_lazer
prod_00771,beleza_saude
prod_00772,beleza_saude
prod_00773,automotivo
prod_00774,cool_stuff
prod_00775,pet_shop
prod_00776,perfumaria
prod_00777,pet_shop
prod_00778,automotivo
prod_00779,brinquedos
prod_00780,beleza_saude
prod_00781,moveis_escritorio
prod_00782,automotivo
prod_00783,ferramentas_jardim
prod_00784,esporte_lazer
prod_00785,cama_mesa_banho
prod_00786,utilidades_domesticas
prod_00787,moveis_decoracao
prod_00788,beleza_saude
prod_00789,utilidades_domesticas
prod_00790,perfumaria
prod_00791,informatica_acessorios
prod_00792,beleza_saude
prod_00793,moveis_decoracao
prod_00794,cama_mesa_banho
prod_00795,automotivo
prod_00796,pet_shop
prod_00797,informatica_acessorios
prod_00798,telefonia
prod_00799,cool_stuff
prod_00800,informatica_acessorios
prod_00801,telefonia
prod_00802,cool_stuff
prod_00803,beleza_saude
prod_00804,brinquedos
prod_00805,moveis_escritorio
prod_00806,informatica_acessorios
prod_00807,esporte_lazer
prod_00808,papelaria
prod_00809,esporte_lazer
prod_00810,eletronicos
prod_00811,informatica_acessorios
prod_00812,esporte_lazer
prod_00813,beleza_saude
prod_00814,automotivo
prod_00815,brinquedos
prod_00816,cama_mesa_banho
prod_00817,informatica_acessorios
prod_00818,esporte_lazer
prod_00819,informatica_acessorios
prod_00820,beleza_saude
prod_00821,bebes
prod_00822,beleza_saude
prod_00823,esporte_lazer
prod_00824,telefonia
prod_00825,beleza_saude
prod_00826,perfumaria
prod_00827,beleza_saude
prod_00828,informatica_acessorios
prod_00829,utilidades_domesticas
prod_00830,papelaria
prod_00831,esporte_lazer
prod_00832,relogios_presentes
prod_00833,ferramentas_jardim
prod_00834,cama_mesa_banho
prod_00835,moveis_decoracao
prod_00836,telefonia
prod_00837,utilidades_domesticas
prod_00838,papelaria
prod_00839,moveis_decoracao
prod_00840,utilidades_domesticas
prod_00841,informatica_acessorios
prod_00842,eletronicos
prod_00843,utilidades_domesticas
prod_00844,moveis_decoracao
prod_00845,fashion_bolsas_e_acessorios
prod_00846,automotivo
prod_00847,cama_mesa_banho
prod_00848,pet_shop
prod_00849,beleza_saude
prod_00850,beleza_saude
prod_00851,cama_mesa_banho
prod_00852,pet_shop
prod_00853,cama_mesa_banho
prod_00854,cool_stuff
prod_00855,relogios_presentes
prod_00856,beleza_saude
prod_00857,moveis_decoracao
prod_00858,cool_stuff
prod_00859,telefonia
prod_00860,ferramentas_jardim
prod_00861,esporte_lazer
prod_00862,esporte_lazer
prod_00863,cama_mesa_banho
prod_00864,eletronicos
prod_00865,beleza_saude
prod_00866,pet_shop
prod_00867,informatica_acessorios
prod_00868,beleza_saude
prod_00869,moveis_decoracao
prod_00870,moveis_decoracao
prod_00871,esporte_lazer
prod_00872,bebes
prod_00873,fashion_bolsas_e_acessorios
prod_00874,utilidades_domesticas
prod_00875,cool_stuff
prod_00876,informatica_acessorios
prod_00877,moveis_decoracao
prod_00878,utilidades_domesticas
prod_00879,moveis_decoracao
prod_00880,eletronicos
prod_00881,esporte_lazer
prod_00882,beleza_saude
prod_00883,esporte_lazer
prod_00884,eletronicos
prod_00885,utilidades_domesticas
prod_00886,cool_stuff
prod_00887,cool_stuff
prod_00888,esporte_lazer
prod_00889,alimentos_bebidas
prod_00890,automotivo
prod_00891,telefonia
prod_00892,cool_stuff
prod_00893,beleza_saude
prod_00894,relogios_presentes
prod_00895,ferramentas_jardim
prod_00896,brinquedos
prod_00897,informatica_acessorios
prod_00898,telefonia
prod_00899,fashion_bolsas_e_acessorios
prod_00900,alimentos_bebidas
prod_00901,perfumaria
prod_00902,automotivo
prod_00903,utilidades_domesticas
prod_00904,beleza_saude
prod_00905,bebes
prod_00906,brinquedos
prod_00907,informatica_acessorios
prod_00908,esporte_lazer
prod_00909,automotivo
prod_00910,ferramentas_jardim
prod_00911,utilidades_domesticas
prod_00912,esporte_lazer
prod_00913,relogios_presentes
prod_00914,esporte_lazer
prod_00915,esporte_lazer
prod_00916,cama_mesa_banho
prod_00917,bebes
prod_00918,relogios_presentes
prod_00919,fashion_bolsas_e_acessorios
prod_00920,papelaria
prod_00921,beleza_saude
prod_00922,moveis_decoracao
prod_00923,esporte_lazer
prod_00924,ferramentas_jardim
prod_00925,beleza_saude
prod_00926,fashion_bolsas_e_acessorios
prod_00927,cama_mesa_banho
prod_00928,informatica_acessorios
prod_00929,cool_stuff
prod_00930,ferramentas_jardim
prod_00931,perfumaria
prod_00932,telefonia
prod_00933,brinquedos
prod_00934,esporte_lazer
prod_00935,informatica_acessorios
prod_00936,beleza_saude
prod_00937,perfumaria
prod_00938,esporte_lazer
prod_00939,cama_mesa_banho
prod_00940,utilidades_domesticas
prod_00941,pet_shop
prod_00942,esporte_lazer
prod_00943,cool_stuff
prod_00944,cama_mesa_banho
prod_00945,telefonia
prod_00946,bebes
prod_00947,cama_mesa_banho
prod_00948,eletronicos
prod_00949,informatica_acessorios
prod_00950,esporte_lazer
prod_00951,utilidades_domesticas
prod_00952,informatica_acessorios
prod_00953,relogios_presentes
prod_00954,pet_shop
prod_00955,informatica_acessorios
prod_00956,utilidades_domesticas
prod_00957,bebes
prod_00958,cool_stuff
prod_00959,ferramentas_jardim
prod_00960,esporte_lazer
prod_00961,relogios_presentes
prod_00962,cama_mesa_banho
prod_00963,informatica_acessorios
prod_00964,telefonia
prod_00965,telefonia
prod_00966,cama_mesa_banho
prod_00967,moveis_escritorio
prod_00968,brinquedos
prod_00969,cama_mesa_banho
prod_00970,pet_shop
prod_00971,ferramentas_jardim
prod_00972,automotivo
prod_00973,cama_mesa_banho
prod_00974,esporte_lazer
prod_00975,alimentos_bebidas
prod_00976,beleza_saude
prod_00977,relogios_presentes
prod_00978,cama_mesa_banho
prod_00979,utilidades_domesticas
prod_00980,pet_shop
prod_00981,esporte_lazer
prod_00982,informatica_acessorios
prod_00983,perfumaria
prod_00984,moveis_decoracao
prod_00985,pet_shop
prod_00986,beleza_saude
prod_00987,relogios_presentes
prod_00988,esporte_lazer
prod_00989,brinquedos
prod_00990,automotivo
prod_00991,esporte_lazer
prod_00992,utilidades_domesticas
prod_00993,utilidades_domesticas
prod_00994,moveis_decoracao
prod_00995,informatica_acessorios
prod_00996,beleza_saude
prod_00997,beleza_saude
prod_00998,automotivo
prod_00999,brinquedos
prod_01000,moveis_escritorio
prod_01001,esporte_lazer
prod_01002,informatica_acessorios
prod_01003,fashion_bolsas_e_acessorios
prod_01004,fashion_bolsas_e_acessorios
prod_01005,esporte_lazer
