review_id,order_id,review_score
rev_000477,order_004584,5
rev_000478,order_014579,1
rev_000479,order_018160,5
rev_000480,order_000350,3
rev_000481,order_012809,2
rev_000482,order_025933,5
rev_000483,order_015439,4
rev_000484,order_027898,4
rev_000485,order_000502,5
rev_000486,order_003453,5
rev_000487,order_022733,4
rev_000488,order_007145,5
rev_000489,order_015985,3
rev_000490,order_016459,2
rev_000491,order_021111,4
rev_000492,order_019243,5
rev_000493,order_010503,5
rev_000494,order_012361,5
rev_000495,order_000744,5
rev_000496,order_028467,5
rev_000497,order_012895,1
rev_000498,order_020354,4
rev_000499,order_002958,4
rev_000500,order_022558,3
rev_000501,order_022696,2
rev_000502,order_028729,5
rev_000503,order_001579,5
rev_000504,order_016051,5
rev_000505,order_006635,3
rev_000506,order_003409,1
rev_000507,order_011506,5
rev_000508,order_014440,5
rev_000509,order_005664,3
rev_000510,order_007586,1
rev_000511,order_011781,4
rev_000512,order_021827,5
rev_000513,order_000024,5
rev_000514,order_003934,5
rev_000515,order_024192,1
rev_000516,order_009828,5
rev_000517,order_007784,1
rev_000518,order_011662,5
rev_000519,order_003735,4
rev_000520,order_019930,5
rev_000521,order_000738,4
rev_000522,order_006042,5
rev_000523,order_020121,4
rev_000524,order_011221,5
rev_000525,order_014623,1
rev_000526,order_020423,1
rev_000527,order_010254,4
rev_000528,order_020078,4
rev_000529,order_001328,5
rev_000530,order_011423,5
rev_000531,order_027085,3
rev_000532,order_000411,1
rev_000533,order_021660,5
rev_000534,order_022428,1
rev_000535,order_023663,3
rev_000536,order_024713,1
rev_000537,order_028460,5
rev_000538,order_016011,5
rev_000539,order_005127,1
rev_000540,order_025821,1
rev_000541,order_025210,2
rev_000542,order_011031,4
rev_000543,order_021348,2
rev_000544,order_008254,4
rev_000545,order_003259,3
rev_000546,order_023232,5
rev_000547,order_007308,5
rev_000548,order_027448,4
rev_000549,order_015013,5
rev_000550,order_008007,3
rev_000551,order_023016,4
rev_000552,order_022554,5
rev_000553,order_002295,4
rev_000554,order_018677,5
rev_000555,order_023217,5
rev_000556,order_000267,5
rev_000557,order_007547,5
rev_000558,order_004515,5
rev_000559,order_008921,3
rev_000560,order_004284,5
rev_000561,order_029028,3
rev_000562,order_011083,1
rev_000563,order_007854,4
rev_000564,order_015114,3
rev_000565,order_005273,5
rev_000566,order_028785,5
rev_000567,order_002933,5
rev_000568,order_011299,4
rev_000569,order_008902,5
rev_000570,order_004042,4
rev_000571,order_009575,1
rev_000572,order_012010,1
rev_000573,order_001877,4
rev_000574,order_001112,5
rev_000575,order_010086,1
rev_000576,order_024837,2
rev_000577,order_026369,3
rev_000578,order_023497,5
rev_000579,order_006970,5
rev_000580,order_003894,2
rev_000581,order_011359,5
rev_000582,order_026062,2
rev_000583,order_020490,1
rev_000584,order_024746,5
rev_000585,order_028683,5
rev_000586,order_005721,4
rev_000587,order_006073,4
rev_000588,order_017026,4
rev_000589,order_021007,5
rev_000590,order_004071,4
rev_000591,order_006999,4
rev_000592,order_001541,2
rev_000593,order_010469,5
rev_000594,order_021091,5
rev_000595,order_008888,4
rev_000596,order_008335,5
rev_000597,order_013357,5
rev_000598,order_015225,4
rev_000599,order_011689,5
rev_000600,order_012986,2
rev_000601,order_022930,5
rev_000602,order_027121,5
rev_000603,order_020712,5
rev_000604,order_009855,5
rev_000605,order_006905,3
rev_000606,order_012036,5
rev_000607,order_023622,5
rev_000608,order_010647,5
rev_000609,order_010296,5
rev_000610,order_022564,5
rev_000611,order_017094,5
rev_000612,order_015956,5
rev_000613,order_004300,1
rev_000614,order_008874,5
rev_000615,order_020275,5
rev_000616,order_002335,5
rev_000617,order_011817,2
rev_000618,order_004741,5
rev_000619,order_023799,5
rev_000620,order_014537,5
rev_000621,order_029032,5
rev_000622,order_000324,5
rev_000623,order_012483,5
rev_000624,order_000244,1
rev_000625,order_003776,4
rev_000626,order_009470,2
rev_000627,order_018610,5
rev_000628,order_018376,5
rev_000629,order_021177,5
rev_000630,order_011572,5
rev_000631,order_027710,4
rev_000632,order_004024,5
rev_000633,order_001845,4
rev_000634,order_019853,1
rev_000635,order_007804,1
rev_000636,order_013223,5
rev_000637,order_019554,5
rev_000638,order_016636,1
rev_000639,order_019434,5
rev_000640,order_017038,5
rev_000641,order_017641,5
rev_000642,order_017165,2
rev_000643,order_018876,4
rev_000644,order_022407,1
rev_000645,order_022315,5
rev_000646,order_010561,4
rev_000647,order_018059,5
rev_000648,order_008080,4
rev_000649,order_004334,1
rev_000650,order_019208,5
rev_000651,order_027876,1
rev_000652,order_005201,4
rev_000653,order_001636,5
rev_000654,order_006140,5
rev_000655,order_006230,5
rev_000656,order_007497,4
rev_000657,order_023867,5
rev_000658,order_008717,5
rev_000659,order_020683,5
rev_000660,order_015873,2
rev_000661,order_005816,1
rev_000662,order_021248,5
rev_000663,order_003550,2
rev_000664,order_010581,4
rev_000665,order_024345,5
rev_000666,order_028691,5
rev_000667,order_013825,4
rev_000668,order_000896,3
rev_000669,order_018220,3
rev_000670,order_002603,5
rev_000671,order_027736,5
rev_000672,order_023589,5
rev_000673,order_008471,2
rev_000674,order_004801,5
rev_000675,order_016540,4
rev_000676,order_000678,4
rev_000677,order_015454,5
rev_000678,order_026115,5
rev_000679,order_019287,5
rev_000680,order_023522,5
rev_000681,order_018089,5
rev_000682,order_001356,5
rev_000683,order_029199,5
rev_000684,order_008683,5
rev_000685,order_009322,5
rev_000686,order_016253,5
rev_000687,order_014833,5
rev_000688,order_005478,5
rev_000689,order_011139,5
rev_000690,order_022923,5
rev_000691,order_018287,1
rev_000692,order_003351,2
rev_000693,order_018482,5
rev_000694,order_016064,5
rev_000695,order_015371,5
rev_000696,order_015951,5
rev_000697,order_004345,5
rev_000698,order_001552,5
rev_000699,order_018673,5
rev_000700,order_015847,4
rev_000701,order_002651,5
rev_000702,order_007915,5
rev_000703,order_002565,4
rev_000704,order_014189,4
rev_000705,order_009098,3
rev_000706,order_019353,5
rev_000707,order_006801,5
rev_000708,order_011727,2
rev_000709,order_007845,4
rev_000710,order_021075,5
rev_000711,order_017683,5
rev_000712,order_006800,5
rev_000713,order_018711,3
rev_000714,order_010895,5
rev_000715,order_025476,1
rev_000716,order_021937,4
rev_000717,order_013123,5
rev_000718,order_020975,4
rev_000719,order_001881,5
rev_000720,order_009003,5
rev_000721,order_000652,5
rev_000722,order_002794,2
rev_000723,order_020090,4
rev_000724,order_006074,5
rev_000725,order_022415,2
rev_000726,order_024151,5
rev_000727,order_000902,4
rev_000728,order_012877,3
rev_000729,order_028173,5
rev_000730,order_007831,5
rev_000731,order_001034,5
rev_000732,order_017709,3
rev_000733,order_017032,5
rev_000734,order_027925,4
rev_000735,order_010392,5
rev_000736,order_026049,3
rev_000737,order_024209,4
rev_000738,order_013150,4
rev_000739,order_026288,5
rev_000740,order_014558,1
rev_000741,order_001378,5
rev_000742,order_015880,2
rev_000743,order_014981,5
rev_000744,order_000643,3
rev_000745,order_012830,2
rev_000746,order_023310,4
rev_000747,order_025798,1
rev_000748,order_001848,5
rev_000749,order_018429,5
rev_000750,order_021104,1
rev_000751,order_024456,1
rev_000752,order_000122,1
rev_000753,order_010259,1
rev_000754,order_017669,5
rev_000755,order_028776,3
rev_000756,order_014061,1
rev_000757,order_001837,5
rev_000758,order_006684,5
rev_000759,order_004626,2
rev_000760,order_022293,4
rev_000761,order_021234,2
rev_000762,order_011232,2
rev_000763,order_002731,4
rev_000764,order_023343,3
rev_000765,order_016565,4
rev_000766,order_027544,3
rev_000767,order_017892,5
rev_000768,order_001282,4
rev_000769,order_023005,5
rev_000770,order_008747,5
rev_000771,order_013763,4
rev_000772,order_006692,4
rev_000773,order_009788,5
rev_000774,order_018902,5
rev_000775,order_021255,5
rev_000776,order_016038,5
rev_000777,order_023839,1
rev_000778,order_012347,5
rev_000779,order_019322,1
rev_000780,order_005367,3
rev_000781,order_000923,5
rev_000782,order_013480,5
rev_000783,order_021013,1
rev_000784,order_010959,5
rev_000785,order_023095,5
rev_000786,order_015265,4
rev_000787,order_019515,5
rev_000788,order_008103,3
rev_000789,order_000341,5
rev_000790,order_026483,4
rev_000791,order_007179,4
rev_000792,order_001866,2
rev_000793,order_003435,1
rev_000794,order_005386,2
rev_000795,order_015918,2
rev_000796,order_001831,3
rev_000797,order_018143,4
rev_000798,order_020022,4
rev_000799,order_028663,4
rev_000800,order_000970,5
rev_000801,order_002112,4
rev_000802,order_004488,1
rev_000803,order_014402,4
rev_000804,order_021031,1
rev_000805,order_024034,5
rev_000806,order_020637,5
rev_000807,order_015317,3
rev_000808,order_023564,5
rev_000809,order_010488,5
rev_000810,order_016653,5
rev_000811,order_019409,5
rev_000812,order_005808,4
rev_000813,order_011604,5
rev_000814,order_004028,5
rev_000815,order_012013,5
rev_000816,order_025095,2
rev_000817,order_013994,3
rev_000818,order_005584,1
rev_000819,order_015141,5
rev_000820,order_007023,5
rev_000821,order_019841,5
rev_000822,order_028970,5
rev_000823,order_012870,5
rev_000824,order_001402,5
rev_000825,order_021576,4
rev_000826,order_021935,4
rev_000827,order_022976,4
rev_000828,order_003860,5
rev_000829,order_005059,4
rev_000830,order_002988,5
rev_000831,order_020201,5
rev_000832,order_005030,5
rev_000833,order_014310,5
rev_000834,order_012900,5
rev_000835,order_001372,3
rev_000836,order_020019,5
rev_000837,order_028022,5
rev_000838,order_005153,5
rev_000839,order_004542,5
rev_000840,order_025073,1
rev_000841,order_004035,2
rev_000842,order_021282,1
rev_000843,order_012843,2
rev_000844,order_018602,2
rev_000845,order_025216,5
rev_000846,order_022418,2
rev_000847,order_017237,1
rev_000848,order_004362,5
rev_000849,order_028471,1
rev_000850,order_011946,3
rev_000851,order_024366,5
rev_000852,order_000237,5
rev_000853,order_024063,4
rev_000854,order_006309,5
rev_000855,order_028774,4
rev_000856,order_019044,5
rev_000857,order_000711,5
rev_000858,order_013745,5
rev_000859,order_003523,4
rev_000860,order_013062,5
rev_000861,order_025857,5
rev_000862,order_027911,5
rev_000863,order_018307,4
rev_000864,order_002658,5
rev_000865,order_009733,5
rev_000866,order_018216,1
rev_000867,order_011041,5
rev_000868,order_003631,5
rev_000869,order_019832,5
rev_000870,order_003119,2
rev_000871,order_024436,5
rev_000872,order_012118,5
rev_000873,order_013054,5
rev_000874,order_025132,4
rev_000875,order_029162,5
rev_000876,order_008098,4
rev_000877,order_001420,4
rev_000878,order_022665,5
rev_000879,order_009696,4
rev_000880,order_009332,4
rev_000881,order_027745,4
rev_000882,order_015207,5
rev_000883,order_005914,5
rev_000884,order_016815,4
rev_000885,order_022875,5
rev_000886,order_001814,5
rev_000887,order_003530,4
rev_000888,order_003660,5
rev_000889,order_005512,5
rev_000890,order_028622,5
rev_000891,order_024475,5
rev_000892,order_018809,4
rev_000893,order_018021,1
rev_000894,order_020962,1
rev_000895,order_002937,5
rev_000896,order_021397,1
rev_000897,order_022306,5
rev_000898,order_026767,5
rev_000899,order_024691,5
rev_000900,order_027756,5
rev_000901,order_026786,2
rev_000902,order_017879,1
rev_000903,order_021451,1
rev_000904,order_002738,5
rev_000905,order_008546,5
rev_000906,order_017911,1
rev_000907,order_022088,1
rev_000908,order_023888,1
rev_000909,order_014855,5
rev_000910,order_007133,5
rev_000911,order_011801,5
rev_000912,order_016552,5
rev_000913,order_004157,5
rev_000914,order_020590,5
rev_000915,order_008637,5
rev_000916,order_006559,5
rev_000917,order_007578,5
rev_000918,order_019003,5
rev_000919,order_001500,2
rev_000920,order_007312,5
rev_000921,order_003777,3
rev_000922,order_001666,3
rev_000923,order_000037,5
rev_000924,order_001833,4
rev_000925,order_010213,5
rev_000926,order_025805,5
rev_000927,order_028559,4
rev_000928,order_020192,1
rev_000929,order_026398,5
rev_000930,order_000457,4
rev_000931,order_019662,3
rev_000932,order_018410,2
rev_000933,order_017121,3
rev_000934,order_001608,5
rev_000935,order_010458,4
rev_000936,order_004182,5
rev_000937,order_026281,4
rev_000938,order_024940,3
rev_000939,order_006600,5
rev_000940,order_010676,5
rev_000941,order_016199,5
rev_000942,order_017233,4
rev_000943,order_021794,5
rev_000944,order_024773,5
rev_000945,order_027306,5
rev_000946,order_012888,5
rev_000947,order_010712,5
rev_000948,order_022285,5
rev_000949,order_015906,1
rev_000950,order_010482,5
rev_000951,order_011950,5
rev_000952,order_026125,4
rev_000953,order_019063,5
rev_000954,order_021528,4
rev_000955,order_014664,5
rev_000956,order_001826,4
rev_000957,order_014192,5
rev_000958,order_023607,3
rev_000959,order_005241,5
rev_000960,order_017404,5
rev_000961,order_023286,5
rev_000962,order_005992,5
rev_000963,order_023930,5
rev_000964,order_014218,4
rev_000965,order_027700,5
rev_000966,order_024394,5
rev_000967,order_012416,5
rev_000968,order_004187,5
rev_000969,order_006491,5
rev_000970,order_022792,5
rev_000971,order_028723,5
rev_000972,order_025525,5
rev_000973,order_022215,5
rev_000974,order_028885,4
rev_000975,order_003227,5
rev_000976,order_025313,5
rev_000977,order_012120,5
rev_000978,order_004714,5
rev_000979,order_023460,5
rev_000980,order_017933,5
rev_000981,order_021480,4
rev_000982,order_019104,5
rev_000983,order_015123,5
rev_000984,order_001214,4
rev_000985,order_010295,2
rev_000986,order_012122,5
rev_000987,order_019831,4
rev_000988,order_023850,4
rev_000989,order_013799,4
rev_000990,order_012868,5
rev_000991,order_022651,5
rev_000992,order_013979,1
rev_000993,order_019095,1
rev_000994,order_026656,5
rev_000995,order_016716,5
rev_000996,order_028881,3
rev_000997,order_004826,5
rev_000998,order_009618,5
rev_000999,order_023792,1
rev_001000,order_011536,4
rev_001001,order_014031,1
rev_001002,order_022175,5
rev_001003,order_026531,4
rev_001004,order_010337,5
rev_001005,order_013481,5
rev_001006,order_020377,5
rev_001007,order_024816,3
rev_001008,order_005271,5
rev_001009,order_010860,5
rev_001010,order_010037,5
rev_001011,order_013852,5
rev_001012,order_004433,1
rev_001013,order_020037,4
rev_001014,order_020462,5
rev_001015,order_016988,5
rev_001016,order_015779,5
rev_001017,order_025411,5
rev_001018,order_016608,5
rev_001019,order_012407,4
rev_001020,order_018971,1
rev_001021,order_017874,4
rev_001022,order_006426,5
rev_001023,order_001263,2
rev_001024,order_007829,4
rev_001025,order_018053,5
rev_001026,order_025907,5
rev_001027,order_010398,3
rev_001028,order_027779,4
rev_001029,order_026056,3
rev_001030,order_008443,5
rev_001031,order_017042,4
rev_001032,order_025788,3
rev_001033,order_007650,5
rev_001034,order_000812,5
rev_001035,order_004904,3
rev_001036,order_028347,5
rev_001037,order_008291,4
rev_001038,order_022287,5
rev_001039,order_017322,5
rev_001040,order_017115,1
rev_001041,order_019203,2
rev_001042,order_014484,4
rev_001043,order_002750,5
rev_001044,order_001435,3
rev_001045,order_009165,5
rev_001046,order_028109,5
rev_001047,order_017190,5
rev_001048,order_024468,4
rev_001049,order_002422,4
rev_001050,order_009818,5
rev_001051,order_013071,5
rev_001052,order_010750,5
rev_001053,order_000665,5
rev_001054,order_022946,5
rev_001055,order_004098,4
rev_001056,order_018394,5
rev_001057,order_017150,2
rev_001058,order_000785,5
rev_001059,order_022489,4
rev_001060,order_016298,3
rev_001061,order_027259,2
rev_001062,order_029298,4
rev_001063,order_000511,2
rev_001064,order_025506,4
rev_001065,order_029301,5
rev_001066,order_023218,3
rev_001067,order_016482,5
rev_001068,order_000145,3
rev_001069,order_026172,3
rev_001070,order_006352,4
rev_001071,order_007959,5
rev_001072,order_016603,5
rev_001073,order_025310,5
rev_001074,order_002648,5
