order_id,order_item_id,product_id,seller_id,price,freight_value
order_000146,1,prod_02583,seller_0024,170.41,16.7
order_000147,1,prod_00776,seller_0003,37.65,14.4
order_000148,1,prod_00837,seller_0035,34.01,44.5
order_000149,1,prod_02682,seller_0009,25.54,34.54
order_000150,1,prod_04340,seller_0020,19.21,62.42
order_000151,1,prod_00203,seller_0024,84.65,57.91
order_000152,1,prod_01355,seller_0032,50.5,23.37
order_000153,1,prod_03345,seller_0006,72.18,39.79
order_000154,1,prod_00993,seller_0030,114.07,49.36
order_000155,1,prod_00704,seller_0027,20.61,59.99
order_000156,1,prod_02058,seller_0176,117.11,17.58
order_000157,1,prod_01794,seller_0024,136.96,9.06
order_000158,1,prod_02362,seller_0041,81.98,50.07
order_000159,1,prod_04041,seller_0034,75.45,29.1
order_000160,1,prod_03167,seller_0011,82.58,46.11
order_000161,1,prod_04213,seller_0133,31.15,62.7
order_000162,1,prod_00246,seller_0039,27.11,60.39
order_000162,2,prod_01244,seller_0009,34.15,20.44
order_000163,1,prod_00200,seller_0038,68.96,21.4
order_000164,1,prod_04209,seller_0002,340.79,16.72
order_000165,1,prod_04359,seller_0026,96.97,49.34
order_000166,1,prod_00623,seller_0023,91.76,51.27
order_000167,1,prod_03526,seller_0037,319.07,27.12
order_000168,1,prod_01331,seller_0186,21.05,10.64
order_000169,1,prod_02361,seller_0038,406.44,63.47
order_000169,2,prod_04926,seller_0025,31.88,31.01
order_000169,3,prod_00978,seller_0036,324.21,62.57
order_000170,1,prod_03834,seller_0016,9.9,21.39
order_000171,1,prod_04032,seller_0007,41.67,15.52
order_000172,1,prod_02718,seller_0032,59.26,37.66
order_000173,1,prod_04588,seller_0008,23.93,30.66
order_000174,1,prod_00203,seller_0036,17.81,37.33
order_000175,1,prod_01645,seller_0032,78.43,27.08
order_000175,2,prod_02744,seller_0015,10.35,10.92
order_000176,1,prod_03882,seller_0027,41.77,31.72
order_000177,1,prod_00416,seller_0016,212.45,14.56
order_000178,1,prod_02697,seller_0022,33.71,39.96
order_000179,1,prod_02780,seller_0019,106.2,12.82
order_000180,1,prod_02905,seller_0171,291.8,8.69
order_000180,2,prod_04824,seller_0032,50.01,22.07
order_000180,3,prod_01352,seller_0129,74.07,25.79
order_000181,1,prod_03623,seller_0039,68.91,58.95
order_000182,1,prod_02942,seller_0022,45.87,25.41
order_000182,2,prod_01767,seller_0038,82.74,37.6
order_000183,1,prod_04341,seller_0009,42.01,39.64
order_000184,1,prod_00329,seller_0030,49.58,42.83
order_000184,2,prod_02550,seller_0009,24.03,30.88
order_000185,1,prod_01885,seller_0009,12.67,49.58
order_000186,1,prod_04392,seller_0030,53.19,41.03
order_000187,1,prod_03692,seller_0019,65.16,25.76
order_000188,1,prod_04913,seller_0214,53.11,20.13
order_000189,1,prod_01309,seller_0038,70.77,53.23
order_000190,1,prod_03574,seller_0026,32.05,34.93
order_000191,1,prod_04250,seller_0042,40.03,17.99
order_000192,1,prod_04080,seller_0038,18.33,30.47
order_000193,1,prod_03631,seller_0191,189.2,30.38
order_000194,1,prod_02073,seller_0012,153.99,31.9
order_000195,1,prod_00291,seller_0021,50.22,24.34
order_000196,1,prod_01073,seller_0169,139.94,52.26
order_000196,2,prod_04342,seller_0036,176.67,22.86
order_000197,1,prod_03190,seller_0008,21.81,26.27
order_000198,1,prod_04519,seller_0012,93.68,16.19
order_000199,1,prod_03102,seller_0000,18.4,14.31
order_000200,1,prod_04850,seller_0011,19.66,8.12
order_000200,2,prod_02298,seller_0026,93.66,56.18
order_000201,1,prod_01591,seller_0000,27.04,59.76
order_000202,1,prod_01455,seller_0003,16.26,28.49
order_000203,1,prod_00723,seller_0038,125.37,22.51
order_000204,1,prod_03859,seller_0028,89.63,63.88
order_000205,1,prod_03936,seller_0016,90.72,34.6
order_000206,1,prod_03357,seller_0019,87.16,14.16
order_000207,1,prod_02842,seller_0041,146.34,50.86
order_000208,1,prod_03087,seller_0004,112.59,61.68
order_000209,1,prod_02762,seller_0192,119.59,21.38
order_000209,2,prod_03816,seller_0042,25.45,9.42
order_000210,1,prod_00556,seller_0017,70.38,47.93
order_000210,2,prod_04324,seller_0017,60.8,13.04
order_000210,3,prod_02806,seller_0039,80.01,64.64
order_000211,1,prod_04502,seller_0043,26.32,63.56
order_000211,2,prod_00825,seller_0026,9.9,58.86
order_000212,1,prod_01628,seller_0039,36.95,42.44
order_000212,2,prod_03971,seller_0030,66.83,51.06
order_000212,3,prod_03314,seller_0035,255.71,18.73
order_000213,1,prod_03509,seller_0016,41.66,44.47
order_000214,1,prod_03078,seller_0040,15.28,28.7
order_000214,2,prod_03904,seller_0030,133.32,39.68
order_000215,1,prod_03601,seller_0025,94.77,14.24
order_000215,2,prod_00579,seller_0034,75.62,18.44
order_000216,1,prod_00849,seller_0020,56.23,10.01
order_000216,2,prod_01593,seller_0019,74.63,31.45
order_000217,1,prod_00192,seller_0042,86.68,12.99
order_000218,1,prod_01131,seller_0017,257.95,27.03
order_000219,1,prod_00262,seller_0000,11.73,46.01
order_000219,2,prod_00543,seller_0190,30.51,43.89
order_000220,1,prod_00754,seller_0020,45.03,19.81
order_000221,1,prod_01702,seller_0150,122.01,27.59
order_000222,1,prod_03195,seller_0013,142.47,42.25
order_000222,2,prod_00878,seller_0027,34.07,12.06
order_000222,3,prod_01230,seller_0043,48.41,23.65
order_000223,1,prod_00525,seller_0025,16.22,55.42
order_000224,1,prod_03627,seller_0012,45.6,61.79
order_000225,1,prod_03897,seller_0036,182.78,39.95
order_000225,2,prod_02341,seller_0036,63.7,50.47
order_000225,3,prod_00844,seller_0036,20.61,28.71
order_000226,1,prod_00410,seller_0041,75.87,31.72
order_000227,1,prod_00362,seller_0035,50.62,60.95
order_000228,1,prod_04967,seller_0028,67.54,37.92
order_000229,1,prod_04382,seller_0020,53.06,63.33
order_000230,1,prod_01681,seller_0003,373.95,19.54
order_000231,1,prod_04511,seller_0001,98.52,45.75
order_000232,1,prod_02956,seller_0113,27.4,51.52
order_000233,1,prod_02009,seller_0144,97.04,64.16
order_000233,2,prod_01289,seller_0036,14.03,51.7
order_000234,1,prod_03979,seller_0011,183.83,30.43
order_000235,1,prod_01212,seller_0198,10.68,8.94
order_000236,1,prod_01844,seller_0026,52.17,62.85
order_000236,2,prod_04375,seller_0200,143.0,41.8
order_000237,1,prod_01227,seller_0009,50.09,20.9
order_000238,1,prod_02880,seller_0004,103.06,56.15
order_000238,2,prod_04003,seller_0024,73.81,37.64
order_000238,3,prod_04459,seller_0012,69.1,54.13
order_000239,1,prod_03565,seller_0038,58.42,56.45
order_000240,1,prod_03021,seller_0032,23.37,43.74
order_000241,1,prod_01646,seller_0004,14.79,64.01
order_000242,1,prod_02359,seller_0010,90.13,41.25
order_000243,1,prod_03115,seller_0033,45.73,48.72
order_000244,1,prod_01810,seller_0180,32.81,59.65
order_000244,2,prod_01399,seller_0038,48.12,47.98
order_000245,1,prod_03768,seller_0067,81.98,52.27
order_000246,1,prod_02840,seller_0129,42.97,43.75
order_000247,1,prod_03019,seller_0031,313.51,59.48
order_000248,1,prod_00180,seller_0025,108.76,42.78
order_000249,1,prod_02053,seller_0055,153.19,27.06
order_000249,2,prod_04117,seller_0032,57.74,18.36
order_000250,1,prod_03838,seller_0006,136.3,35.55
order_000251,1,prod_00057,seller_0033,139.8,45.11
order_000252,1,prod_00876,seller_0018,63.78,19.76
order_000253,1,prod_04457,seller_0019,13.73,53.33
order_000253,2,prod_01638,seller_0025,70.54,44.68
order_000254,1,prod_04432,seller_0012,14.59,59.5
order_000255,1,prod_01409,seller_0029,12.85,42.65
order_000256,1,prod_04431,seller_0026,11.82,57.53
order_000257,1,prod_04020,seller_0023,36.43,42.42
order_000258,1,prod_03089,seller_0011,29.41,56.1
order_000259,1,prod_03070,seller_0009,27.0,58.58
order_000260,1,prod_02415,seller_0033,74.73,55.53
order_000260,2,prod_04033,seller_0102,32.86,26.56
order_000260,3,prod_04934,seller_0033,33.36,12.53
order_000261,1,prod_02153,seller_0051,85.33,9.59
order_000262,1,prod_02849,seller_0013,56.2,58.0
order_000263,1,prod_03363,seller_0029,82.51,61.89
order_000264,1,prod_03349,seller_0109,849.9,22.83
order_000265,1,prod_01958,seller_0042,58.16,27.56
order_000266,1,prod_01343,seller_0004,28.47,24.17
order_000266,2,prod_01429,seller_0035,131.56,61.64
order_000267,1,prod_00610,seller_0013,56.29,49.36
order_000267,2,prod_00354,seller_0015,90.51,19.32
order_000267,3,prod_03364,seller_0036,310.98,60.6
order_000268,1,prod_03197,seller_0014,50.46,61.72
order_000268,2,prod_04526,seller_0022,257.1,55.32
order_000269,1,prod_02521,seller_0008,205.0,49.07
order_000270,1,prod_04318,seller_0034,17.89,37.42
order_000271,1,prod_04324,seller_0005,39.78,61.22
order_000272,1,prod_03691,seller_0169,153.48,63.16
order_000273,1,prod_04540,seller_0107,78.45,26.01
order_000274,1,prod_02727,seller_0036,49.14,9.03
order_000275,1,prod_01474,seller_0003,67.16,31.33
order_000276,1,prod_04371,seller_0037,52.32,29.79
order_000277,1,prod_00978,seller_0020,17.97,51.57
order_000277,2,prod_00315,seller_0022,28.67,8.46
order_000278,1,prod_02365,seller_0000,435.03,17.8
order_000278,2,prod_04777,seller_0033,470.9,41.13
order_000279,1,prod_02096,seller_0010,22.22,13.78
order_000280,1,prod_01338,seller_0033,86.85,44.64
order_000280,2,prod_00021,seller_0009,30.88,46.69
order_000281,1,prod_02808,seller_0005,51.3,19.91
order_000282,1,prod_03290,seller_0009,52.39,64.06
order_000283,1,prod_00974,seller_0086,27.17,60.04
order_000284,1,prod_02197,seller_0013,20.26,38.42
order_000284,2,prod_02048,seller_0054,177.45,58.54
order_000285,1,prod_03977,seller_0014,16.27,17.73
order_000286,1,prod_02269,seller_0009,21.4,54.7
order_000286,2,prod_02982,seller_0025,22.07,55.14
order_000287,1,prod_03130,seller_0036,85.16,13.12
order_000288,1,prod_04914,seller_0013,27.57,35.63
order_000289,1,prod_04891,seller_0041,94.47,14.14
order_000290,1,prod_02632,seller_0038,55.19,14.49
order_000291,1,prod_02721,seller_0205,33.26,22.81
order_000292,1,prod_04313,seller_0042,30.03,46.31
order_000293,1,prod_00340,seller_0043,269.32,8.45
order_000294,1,prod_04740,seller_0009,82.98,54.91
order_000294,2,prod_04944,seller_0022,14.24,12.39
order_000295,1,prod_01940,seller_0000,119.97,42.47
order_000296,1,prod_02099,seller_0140,9.9,25.87
order_000297,1,prod_00418,seller_0024,93.04,44.86
order_000298,1,prod_01327,seller_0025,35.09,19.14
order_000299,1,prod_02458,seller_0021,53.67,50.54
order_000299,2,prod_00296,seller_0031,432.4,47.45
order_000299,3,prod_00106,seller_0018,35.54,17.39
order_000300,1,prod_04262,seller_0034,57.18,33.21
order_000301,1,prod_04938,seller_0038,167.87,39.78
order_000301,2,prod_01872,seller_0088,35.18,34.14
order_000302,1,prod_00607,seller_0015,25.8,20.47
order_000302,2,prod_02451,seller_0032,186.01,13.5
order_000303,1,prod_00468,seller_0006,168.74,50.61
order_000304,1,prod_01983,seller_0019,36.01,31.1
order_000305,1,prod_00878,seller_0004,123.72,18.73
order_000306,1,prod_04016,seller_0038,182.44,24.4
order_000307,1,prod_04260,seller_0007,118.28,14.77
order_000307,2,prod_04682,seller_0004,120.36,47.31
order_000308,1,prod_03633,seller_0126,37.51,27.19
order_000309,1,prod_02381,seller_0036,32.51,35.84
order_000310,1,prod_02976,seller_0174,24.45,45.27
order_000311,1,prod_04915,seller_0017,35.86,62.08
order_000312,1,prod_02021,seller_0026,48.02,39.51
order_000313,1,prod_03240,seller_0006,371.54,39.3
order_000314,1,prod_00790,seller_0043,197.23,8.03
order_000315,1,prod_01494,seller_0132,22.48,44.87
order_000315,2,prod_01988,seller_0019,9.9,53.02
order_000315,3,prod_03995,seller_0040,149.64,26.17
order_000316,1,prod_01148,seller_0002,30.71,17.03
order_000317,1,prod_01506,seller_0024,43.92,61.74
order_000317,2,prod_01515,seller_0006,13.66,37.85
order_000318,1,prod_00056,seller_0000,88.22,63.59
order_000319,1,prod_04720,seller_0027,50.39,45.61
order_000320,1,prod_04617,seller_0010,64.59,35.74
order_000321,1,prod_03619,seller_0014,111.33,58.92
order_000322,1,prod_00716,seller_0000,213.3,57.28
order_000323,1,prod_04581,seller_0010,122.7,22.95
order_000324,1,prod_02438,seller_0039,31.28,32.89
order_000325,1,prod_00458,seller_0015,37.26,19.77
order_000326,1,prod_02018,seller_0043,16.85,31.18
order_000327,1,prod_04172,seller_0031,56.89,55.46
order_000328,1,prod_03837,seller_0010,69.66,30.65
order_000328,2,prod_03796,seller_0043,53.02,42.9
order_000329,1,prod_02811,seller_0040,69.02,62.11
order_000330,1,prod_03513,seller_0020,24.43,37.17
order_000330,2,prod_01489,seller_0034,92.74,11.56
order_000331,1,prod_04058,seller_0037,34.56,58.42
order_000332,1,prod_03829,seller_0018,55.54,22.69
order_000332,2,prod_01273,seller_0018,25.27,19.01
order_000333,1,prod_01114,seller_0003,42.68,43.03
order_000334,1,prod_01770,seller_0013,30.35,23.51
order_000335,1,prod_02921,seller_0031,9.9,27.38
order_000335,2,prod_01243,seller_0014,60.32,53.52
order_000336,1,prod_01460,seller_0018,45.64,39.83
order_000337,1,prod_04064,seller_0069,13.58,17.62
order_000338,1,prod_00151,seller_0028,1627.54,60.5
order_000339,1,prod_02568,seller_0042,134.59,11.55
order_000340,1,prod_00005,seller_0004,74.92,22.99
order_000340,2,prod_03381,seller_0037,66.55,27.44
order_000341,1,prod_01501,seller_0002,12.63,18.95
order_000342,1,prod_02092,seller_0055,104.38,13.99
order_000342,2,prod_03902,seller_0206,82.29,49.86
order_000343,1,prod_03209,seller_0002,81.27,9.71
order_000344,1,prod_03315,seller_0023,114.46,21.41
order_000345,1,prod_02406,seller_0018,186.64,42.86
order_000345,2,prod_02272,seller_0038,25.63,60.21
order_000345,3,prod_03933,seller_0001,89.15,29.34
order_000346,1,prod_04023,seller_0022,113.11,43.19
order_000346,2,prod_04165,seller_0004,47.37,24.89
order_000347,1,prod_04134,seller_0030,299.48,36.22
order_000347,2,prod_01900,seller_0040,11.02,14.72
order_000348,1,prod_03430,seller_0042,15.06,63.85
order_000349,1,prod_02413,seller_0041,15.74,10.76
order_000350,1,prod_02900,seller_0014,495.25,46.4
order_000350,2,prod_04252,seller_0153,64.61,27.95
order_000351,1,prod_02082,seller_0027,52.04,18.04
order_000352,1,prod_03131,seller_0041,137.45,35.28
order_000353,1,prod_00148,seller_0040,35.2,53.56
order_000353,2,prod_00195,seller_0015,197.26,48.69
order_000354,1,prod_02832,seller_0031,29.24,42.11
order_000355,1,prod_01279,seller_0042,29.31,36.96
order_000356,1,prod_03045,seller_0001,210.37,30.86
order_000357,1,prod_03921,seller_0021,59.8,56.17
order_000357,2,prod_04786,seller_0037,35.47,24.53
order_000357,3,prod_00378,seller_0029,22.9,43.87
order_000358,1,prod_02251,seller_0042,10.7,25.46
order_000359,1,prod_02812,seller_0032,15.29,42.6
order_000360,1,prod_02744,seller_0031,44.64,64.72
order_000361,1,prod_03369,seller_0037,43.7,13.6
order_000362,1,prod_02760,seller_0078,56.06,33.81
order_000363,1,prod_00969,seller_0028,194.91,55.6
order_000364,1,prod_01441,seller_0018,9.9,10.96
order_000364,2,prod_00684,seller_0109,81.78,33.61
order_000364,3,prod_04578,seller_0148,200.72,20.0
order_000365,1,prod_03498,seller_0020,19.65,23.67
order_000366,1,prod_03353,seller_0047,76.73,37.25
order_000367,1,prod_01812,seller_0007,30.13,61.57
order_000368,1,prod_01771,seller_0035,9.9,35.21
order_000368,2,prod_02788,seller_0157,136.25,64.26
order_000369,1,prod_03348,seller_0069,157.75,11.48
order_000370,1,prod_02502,seller_0175,9.9,15.77
order_000371,1,prod_04035,seller_0023,20.13,55.62
order_000372,1,prod_04390,seller_0034,37.89,38.53
order_000372,2,prod_00788,seller_0038,119.47,13.29
order_000372,3,prod_02132,seller_0029,9.9,35.78
order_000373,1,prod_00864,seller_0215,20.18,56.83
order_000374,1,prod_00679,seller_0108,137.13,52.08
order_000375,1,prod_01743,seller_0029,46.77,50.47
order_000375,2,prod_01598,seller_0019,58.87,15.44
order_000375,3,prod_03164,seller_0121,34.83,24.81
order_000376,1,prod_02158,seller_0013,57.16,44.62
order_000377,1,prod_01432,seller_0010,219.8,20.5
order_000378,1,prod_00476,seller_0167,196.53,39.06
order_000379,1,prod_03827,seller_0026,9.9,38.52
order_000380,1,prod_03562,seller_0015,38.79,14.06
order_000381,1,prod_04321,seller_0022,44.41,40.0
order_000382,1,prod_00038,seller_0034,40.57,8.85
order_000383,1,prod_01970,seller_0194,43.1,64.58
order_000383,2,prod_04143,seller_0103,113.15,12.71
order_000384,1,prod_01521,seller_0016,135.81,38.16
order_000384,2,prod_04373,seller_0003,54.03,47.97
order_000385,1,prod_04556,seller_0137,62.55,18.73
order_000386,1,prod_00716,seller_0009,282.47,26.48
order_000387,1,prod_01498,seller_0007,27.59,15.51
order_000388,1,prod_03171,seller_0011,30.55,58.09
order_000389,1,prod_04620,seller_0098,62.74,8.02
order_000390,1,prod_04086,seller_0032,30.78,62.23
order_000390,2,prod_00614,seller_0000,168.08,48.89
order_000391,1,prod_04828,seller_0025,129.03,55.01
order_000391,2,prod_04617,seller_0008,54.65,12.34
order_000392,1,prod_02147,seller_0024,112.91,30.96
order_000393,1,prod_04906,seller_0016,13.83,44.71
order_000394,1,prod_02973,seller_0033,15.74,58.67
order_000395,1,prod_00796,seller_0109,92.02,55.74
order_000396,1,prod_01128,seller_0061,46.2,20.28
order_000397,1,prod_04330,seller_0038,140.62,53.19
order_000398,1,prod_03360,seller_0188,68.69,53.73
order_000398,2,prod_04949,seller_0002,161.34,41.19
order_000399,1,prod_03140,seller_0006,74.28,47.56
order_000400,1,prod_03082,seller_0001,27.02,34.96
order_000401,1,prod_03954,seller_0085,42.3,49.92
order_000402,1,prod_02604,seller_0036,14.8,17.29
order_000403,1,prod_00475,seller_0004,38.07,47.74
order_000404,1,prod_03212,seller_0021,19.08,12.14
order_000405,1,prod_01104,seller_0010,12.06,10.43
order_000406,1,prod_04510,seller_0013,28.13,53.53
order_000407,1,prod_01626,seller_0150,48.19,34.43
