customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
csess_0000119,cust_000099,91401,Guarulhos,SP
csess_0000120,cust_000100,28825,Campinas,SP
csess_0000121,cust_000100,11017,Campinas,SP
csess_0000122,cust_000101,30885,Camaçari,BA
csess_0000123,cust_000101,56260,Camaçari,BA
csess_0000124,cust_000102,20260,Guarulhos,SP
csess_0000125,cust_000103,64946,Betim,MG
csess_0000126,cust_000104,56662,Interior City B,AM
csess_0000127,cust_000104,87393,Interior City B,AM
csess_0000128,cust_000104,47018,Interior City B,AM
csess_0000129,cust_000105,65099,São Paulo,SP
csess_0000130,cust_000106,72306,Nova Iguaçu,RJ
csess_0000131,cust_000107,39230,Caruaru,PE
csess_0000132,cust_000108,34769,São Paulo,SP
csess_0000133,cust_000109,45214,São Bernardo do Campo,SP
csess_0000134,cust_000110,42492,São Bernardo do Campo,SP
csess_0000135,cust_000111,73767,Ribeirão Preto,SP
csess_0000136,cust_000111,99043,Ribeirão Preto,SP
csess_0000137,cust_000112,72473,Interior City B,ES
csess_0000138,cust_000113,98215,Caucaia,CE
csess_0000139,cust_000114,13687,Feira de Santana,BA
csess_0000140,cust_000115,59135,Interior City B,MA
csess_0000141,cust_000115,74635,Interior City B,MA
csess_0000142,cust_000115,83400,Interior City B,MA
csess_0000143,cust_000116,81663,Caucaia,CE
csess_0000144,cust_000117,59704,Guarulhos,SP
csess_0000145,cust_000118,23834,Interior City A,GO
csess_0000146,cust_000118,18921,Interior City A,GO
csess_0000147,cust_000119,38573,Juiz de Fora,MG
csess_0000148,cust_000120,47876,Fortaleza,CE
csess_0000149,cust_000121,14266,Interior City A,GO
csess_0000150,cust_000121,47713,Interior City A,GO
csess_0000151,cust_000122,18985,Ribeirão Preto,SP
csess_0000152,cust_000122,32068,Ribeirão Preto,SP
csess_0000153,cust_000122,18366,Ribeirão Preto,SP
csess_0000154,cust_000123,79384,Guarulhos,SP
csess_0000155,cust_000124,40472,São Paulo,SP
csess_0000156,cust_000124,13456,São Paulo,SP
csess_0000157,cust_000125,94678,Nova Iguaçu,RJ
csess_0000158,cust_000126,22031,Marabá,PA
csess_0000159,cust_000127,95675,Interior City A,MA
csess_0000160,cust_000127,30026,Interior City A,MA
csess_0000161,cust_000128,50887,Campinas,SP
csess_0000162,cust_000128,38777,Campinas,SP
csess_0000163,cust_000128,52930,Campinas,SP
csess_0000164,cust_000129,11660,Juiz de Fora,MG
csess_0000165,cust_000130,37151,Petrópolis,RJ
csess_0000166,cust_000131,34613,São Paulo,SP
csess_0000167,cust_000132,75266,Ribeirão Preto,SP
csess_0000168,cust_000133,88744,Rio de Janeiro,RJ
csess_0000169,cust_000134,64738,Capital,AL
csess_0000170,cust_000135,55777,Campinas,SP
csess_0000171,cust_000136,95496,Belo Horizonte,MG
csess_0000172,cust_000137,40702,Curitiba,PR
csess_0000173,cust_000138,98378,Campos dos Goytacazes,RJ
csess_0000174,cust_000139,87263,Interior City B,DF
csess_0000175,cust_000140,71804,Interior City B,MT
csess_0000176,cust_000141,23021,Santos,SP
csess_0000177,cust_000141,54001,Santos,SP
csess_0000178,cust_000142,29092,Juiz de Fora,MG
csess_0000179,cust_000143,38915,Ribeirão Preto,SP
csess_0000180,cust_000144,63323,Santos,SP
csess_0000181,cust_000145,86037,São Bernardo do Campo,SP
csess_0000182,cust_000146,61902,Camaçari,BA
csess_0000183,cust_000147,25739,Betim,MG
csess_0000184,cust_000148,83012,Santos,SP
csess_0000185,cust_000149,83467,Guarulhos,SP
csess_0000186,cust_000150,23699,Interior City B,AM
csess_0000187,cust_000151,12804,Santos,SP
csess_0000188,cust_000152,58904,Guarulhos,SP
csess_0000189,cust_000152,64596,Guarulhos,SP
csess_0000190,cust_000153,59993,Belo Horizonte,MG
csess_0000191,cust_000154,74366,Capital,SE
csess_0000192,cust_000155,48343,São Paulo,SP
csess_0000193,cust_000156,21775,Porto Alegre,RS
csess_0000194,cust_000157,73012,Olinda,PE
csess_0000195,cust_000157,57686,Olinda,PE
csess_0000196,cust_000158,65557,Campinas,SP
csess_0000197,cust_000159,74236,Cascavel,PR
csess_0000198,cust_000159,55874,Cascavel,PR
csess_0000199,cust_000160,41586,Niterói,RJ
csess_0000200,cust_000161,67009,Vitória da Conquista,BA
csess_0000201,cust_000161,10607,Vitória da Conquista,BA
csess_0000202,cust_000162,47386,Feira de Santana,BA
csess_0000203,cust_000163,89625,Uberlândia,MG
csess_0000204,cust_000164,72652,Ribeirão Preto,SP
csess_0000205,cust_000165,63112,Florianópolis,SC
csess_0000206,cust_000166,47025,São Bernardo do Campo,SP
csess_0000207,cust_000167,73492,Santos,SP
csess_0000208,cust_000168,20223,São Paulo,SP
csess_0000209,cust_000169,32943,Belo Horizonte,MG
csess_0000210,cust_000169,97051,Belo Horizonte,MG
csess_0000211,cust_000170,72860,Caxias do Sul,RS
csess_0000212,cust_000171,76287,Ribeirão Preto,SP
csess_0000213,cust_000172,80880,Belo Horizonte,MG
csess_0000214,cust_000172,43973,Belo Horizonte,MG
csess_0000215,cust_000173,85048,Guarulhos,SP
csess_0000216,cust_000173,46655,Guarulhos,SP
csess_0000217,cust_000174,84158,Salvador,BA
csess_0000218,cust_000175,74177,São Paulo,SP
csess_0000219,cust_000176,69509,Caxias do Sul,RS
csess_0000220,cust_000177,70461,Niterói,RJ
csess_0000221,cust_000178,28658,Interior City B,RN
csess_0000222,cust_000179,46133,São Bernardo do Campo,SP
csess_0000223,cust_000180,93183,Nova Iguaçu,RJ
csess_0000224,cust_000181,30620,Campinas,SP
csess_0000225,cust_000182,47067,Interior City B,ES
csess_0000226,cust_000182,79269,Interior City B,ES
csess_0000227,cust_000182,39675,Interior City B,ES
csess_0000228,cust_000183,77201,Capital,GO
csess_0000229,cust_000184,10860,São Bernardo do Campo,SP
csess_0000230,cust_000185,37618,Santa Maria,RS
csess_0000231,cust_000186,37916,Belém,PA
csess_0000232,cust_000187,87217,Belo Horizonte,MG
csess_0000233,cust_000188,92056,Contagem,MG
csess_0000234,cust_000189,97667,Santos,SP
csess_0000235,cust_000189,32878,Santos,SP
csess_0000236,cust_000190,86960,Ribeirão Preto,SP
csess_0000237,cust_000191,48554,Capital,GO
csess_0000238,cust_000192,36796,Interior City B,AM
csess_0000239,cust_000193,19345,Vitória da Conquista,BA
csess_0000240,cust_000194,71518,Niterói,RJ
csess_0000241,cust_000195,32584,Nova Iguaçu,RJ
csess_0000242,cust_000196,21598,Ponta Grossa,PR
csess_0000243,cust_000197,83861,Interior City A,GO
csess_0000244,cust_000198,28445,Capital,GO
csess_0000245,cust_000199,53813,Fortaleza,CE
csess_0000246,cust_000200,13730,Camaçari,BA
csess_0000247,cust_000201,21684,Campinas,SP
csess_0000248,cust_000202,67470,Santos,SP
csess_0000249,cust_000203,44563,Interior City A,AM
csess_0000250,cust_000204,20041,Vitória da Conquista,BA
csess_0000251,cust_000204,63465,Vitória da Conquista,BA
csess_0000252,cust_000205,83723,Campinas,SP
csess_0000253,cust_000206,71320,São Bernardo do Campo,SP
csess_0000254,cust_000207,42624,Santa Maria,RS
csess_0000255,cust_000208,86455,São Paulo,SP
csess_0000256,cust_000209,13726,São Bernardo do Campo,SP
csess_0000257,cust_000210,60393,Betim,MG
csess_0000258,cust_000211,11843,Pelotas,RS
csess_0000259,cust_000212,64929,Pelotas,RS
csess_0000260,cust_000213,68856,Santos,SP
csess_0000261,cust_000214,75460,Maringá,PR
csess_0000262,cust_000215,23754,Campinas,SP
csess_0000263,cust_000216,38853,Santos,SP
csess_0000264,cust_000217,69560,Olinda,PE
csess_0000265,cust_000217,77816,Olinda,PE
csess_0000266,cust_000217,83332,Olinda,PE
csess_0000267,cust_000218,14567,Vitória da Conquista,BA
csess_0000268,cust_000218,84836,Vitória da Conquista,BA
csess_0000269,cust_000219,72118,Blumenau,SC
csess_0000270,cust_000220,68886,Caxias do Sul,RS
csess_0000271,cust_000221,67724,Juiz de Fora,MG
csess_0000272,cust_000222,42150,Guarulhos,SP
csess_0000273,cust_000222,76791,Guarulhos,SP
csess_0000274,cust_000223,16462,Campos dos Goytacazes,RJ
csess_0000275,cust_000224,93578,Ribeirão Preto,SP
csess_0000276,cust_000224,37560,Ribeirão Preto,SP
csess_0000277,cust_000225,94568,Guarulhos,SP
csess_0000278,cust_000226,87686,Capital,DF
csess_0000279,cust_000227,13371,Rio de Janeiro,RJ
csess_0000280,cust_000227,95349,Rio de Janeiro,RJ
csess_0000281,cust_000227,64012,Rio de Janeiro,RJ
csess_0000282,cust_000228,83156,Capital,GO
csess_0000283,cust_000229,12932,Feira de Santana,BA
csess_0000284,cust_000230,31470,Maracanaú,CE
csess_0000285,cust_000231,19778,Betim,MG
csess_0000286,cust_000232,33033,Belo Horizonte,MG
csess_0000287,cust_000233,20304,Contagem,MG
csess_0000288,cust_000234,83655,Campinas,SP
csess_0000289,cust_000235,24407,Ponta Grossa,PR
csess_0000290,cust_000236,80519,Guarulhos,SP
csess_0000291,cust_000237,12521,Santos,SP
csess_0000292,cust_000237,94622,Santos,SP
csess_0000293,cust_000237,10783,Santos,SP
csess_0000294,cust_000238,52666,Camaçari,BA
csess_0000295,cust_000239,26798,Santos,SP
csess_0000296,cust_000240,84091,Interior City A,RN
csess_0000297,cust_000241,86303,Interior City A,PI
csess_0000298,cust_000242,11103,Interior City A,PB
csess_0000299,cust_000242,64043,Interior City A,PB
csess_0000300,cust_000242,80845,Interior City A,PB
csess_0000301,cust_000243,43939,Niterói,RJ
csess_0000302,cust_000244,69042,São Paulo,SP
csess_0000303,cust_000245,84170,Capital,ES
csess_0000304,cust_000246,22135,Nova Iguaçu,RJ
csess_0000305,cust_000247,71948,Interior City B,DF
csess_0000306,cust_000247,96481,Interior City B,DF
csess_0000307,cust_000248,69756,Interior City A,MT
csess_0000308,cust_000248,49404,Interior City A,MT
csess_0000309,cust_000248,12589,Interior City A,MT
csess_0000310,cust_000249,85567,Chapecó,SC
csess_0000311,cust_000250,19695,Campinas,SP
csess_0000312,cust_000250,91063,Campinas,SP
csess_0000313,cust_000250,15722,Campinas,SP
csess_0000314,cust_000251,59874,Campos dos Goytacazes,RJ
csess_0000315,cust_000252,10841,Joinville,SC
csess_0000316,cust_000253,28731,Santos,SP
csess_0000317,cust_000254,10645,Santos,SP
csess_0000318,cust_000255,42116,Juiz de Fora,MG
csess_0000319,cust_000256,50983,Interior City B,RN
csess_0000320,cust_000256,39402,Interior City B,RN
csess_0000321,cust_000257,59158,Santa Maria,RS
csess_0000322,cust_000258,46469,Contagem,MG
csess_0000323,cust_000259,70576,Santos,SP
csess_0000324,cust_000260,23908,Camaçari,BA
csess_0000325,cust_000261,70269,Interior City A,RO
csess_0000326,cust_000262,52231,Campinas,SP
csess_0000327,cust_000263,55221,Juiz de Fora,MG
csess_0000328,cust_000264,22715,Interior City A,GO
csess_0000329,cust_000265,48398,Cascavel,PR
csess_0000330,cust_000266,72372,Caxias do Sul,RS
csess_0000331,cust_000266,45324,Caxias do Sul,RS
csess_0000332,cust_000267,29338,Maringá,PR
csess_0000333,cust_000268,17387,Nova Iguaçu,RJ
csess_0000334,cust_000269,98708,Campinas,SP
csess_0000335,cust_000270,36175,Ananindeua,PA
csess_0000336,cust_000271,40795,Santarém,PA
csess_0000337,cust_000271,47429,Santarém,PA
csess_0000338,cust_000272,73105,Interior City B,MA
csess_0000339,cust_000273,13801,Interior City A,PB
csess_0000340,cust_000274,17413,Juiz de Fora,MG
csess_0000341,cust_000274,27665,Juiz de Fora,MG
csess_0000342,cust_000275,86392,Uberlândia,MG
csess_0000343,cust_000276,18187,Juazeiro do Norte,CE
csess_0000344,cust_000277,74989,Camaçari,BA
csess_0000345,cust_000278,35784,Curitiba,PR
csess_0000346,cust_000279,59454,Maracanaú,CE
csess_0000347,cust_000280,23805,Interior City B,GO
csess_0000348,cust_000281,51715,Campos dos Goytacazes,RJ
csess_0000349,cust_000281,63411,Campos dos Goytacazes,RJ
csess_0000350,cust_000282,52186,Nova Iguaçu,RJ
csess_0000351,cust_000283,83111,Guarulhos,SP
csess_0000352,cust_000284,38093,Betim,MG
csess_0000353,cust_000285,84625,Santos,SP
csess_0000354,cust_000286,32474,Petrópolis,RJ
csess_0000355,cust_000287,18154,Belo Horizonte,MG
csess_0000356,cust_000288,32064,São Bernardo do Campo,SP
csess_0000357,cust_000289,39398,Uberlândia,MG
csess_0000358,cust_000290,53869,Ribeirão Preto,SP
csess_0000359,cust_000291,19646,Santos,SP
csess_0000360,cust_000292,69671,Marabá,PA
csess_0000361,cust_000293,69707,Campos dos Goytacazes,RJ
csess_0000362,cust_000294,35391,Campinas,SP
csess_0000363,cust_000295,38822,Belo Horizonte,MG
csess_0000364,cust_000296,47872,Caruaru,PE
csess_0000365,cust_000297,97535,Campinas,SP
csess_0000366,cust_000297,85048,Campinas,SP
csess_0000367,cust_000298,39340,Camaçari,BA
csess_0000368,cust_000299,91605,São Paulo,SP
csess_0000369,cust_000300,14502,Ribeirão Preto,SP
csess_0000370,cust_000301,58020,Uberlândia,MG
csess_0000371,cust_000302,99543,Juiz de Fora,MG
csess_0000372,cust_000303,30971,Camaçari,BA
csess_0000373,cust_000304,68376,Londrina,PR
csess_0000374,cust_000305,16037,Interior City A,DF
csess_0000375,cust_000306,60307,Belo Horizonte,MG
csess_0000376,cust_000307,37361,Campinas,SP
csess_0000377,cust_000308,24466,Juazeiro do Norte,CE
csess_0000378,cust_000309,19627,Ribeirão Preto,SP
csess_0000379,cust_000310,31593,Nova Iguaçu,RJ
csess_0000380,cust_000310,61697,Nova Iguaçu,RJ
csess_0000381,cust_000310,95620,Nova Iguaçu,RJ
csess_0000382,cust_000311,33149,Ribeirão Preto,SP
csess_0000383,cust_000312,26737,Santos,SP
csess_0000384,cust_000313,77854,Capital,MT
csess_0000385,cust_000314,55487,Chapecó,SC
csess_0000386,cust_000315,35314,Porto Alegre,RS
csess_0000387,cust_000316,45287,Niterói,RJ
csess_0000388,cust_000317,40451,São Bernardo do Campo,SP
csess_0000389,cust_000318,80963,São Bernardo do Campo,SP
csess_0000390,cust_000319,47371,São Paulo,SP
csess_0000391,cust_000320,34630,Belo Horizonte,MG
csess_0000392,cust_000321,61236,Ponta Grossa,PR
csess_0000393,cust_000322,43667,Santa Maria,RS
csess_0000394,cust_000322,35099,Santa Maria,RS
csess_0000395,cust_000323,92382,Guarulhos,SP
csess_0000396,cust_000324,93421,Interior City B,MT
csess_0000397,cust_000325,87604,Maringá,PR
csess_0000398,cust_000326,92635,Betim,MG
csess_0000399,cust_000327,48098,Feira de Santana,BA
csess_0000400,cust_000328,37873,Nova Iguaçu,RJ
csess_0000401,cust_000329,33558,Ribeirão Preto,SP
csess_0000402,cust_000330,70123,Niterói,RJ
csess_0000403,cust_000330,40518,Niterói,RJ
csess_0000404,cust_000331,62763,Jaboatão dos Guararapes,PE
csess_0000405,cust_000332,84716,Guarulhos,SP
csess_0000406,cust_000333,69172,Santos,SP
csess_0000407,cust_000334,92131,Campinas,SP
csess_0000408,cust_000335,99276,Santos,SP
csess_0000409,cust_000336,13750,Chapecó,SC
csess_0000410,cust_000337,21881,Curitiba,PR
csess_0000411,cust_000338,29606,Nova Iguaçu,RJ
csess_0000412,cust_000339,26819,Guarulhos,SP
csess_0000413,cust_000339,38755,Guarulhos,SP
csess_0000414,cust_000340,35811,Contagem,MG
csess_0000415,cust_000341,68122,Campos dos Goytacazes,RJ
csess_0000416,cust_000342,47697,São Paulo,SP
csess_0000417,cust_000343,71196,Nova Iguaçu,RJ
csess_0000418,cust_000344,28344,Rio de Janeiro,RJ
csess_0000419,cust_000345,30656,Camaçari,BA
csess_0000420,cust_000346,36382,Salvador,BA
csess_0000421,cust_000347,41031,Campinas,SP
csess_0000422,cust_000348,81349,Nova Iguaçu,RJ
csess_0000423,cust_000349,70574,Salvador,BA
csess_0000424,cust_000350,77260,Contagem,MG
csess_0000425,cust_000351,67529,Chapecó,SC
csess_0000426,cust_000351,11494,Chapecó,SC
csess_0000427,cust_000351,28363,Chapecó,SC
csess_0000428,cust_000352,31812,Canoas,RS
csess_0000429,cust_000353,30437,Santos,SP
csess_0000430,cust_000354,17160,São Paulo,SP
csess_0000431,cust_000355,51343,Salvador,BA
csess_0000432,cust_000355,33593,Salvador,BA
csess_0000433,cust_000356,10284,Ribeirão Preto,SP
csess_0000434,cust_000357,58083,Uberlândia,MG
csess_0000435,cust_000358,47851,Interior City B,RN
csess_0000436,cust_000359,30378,Betim,MG
csess_0000437,cust_000360,18491,Petrópolis,RJ
csess_0000438,cust_000361,75500,Camaçari,BA
csess_0000439,cust_000362,76436,Niterói,RJ
csess_0000440,cust_000363,11459,Contagem,MG
csess_0000441,cust_000364,23680,Capital,AL
csess_0000442,cust_000365,29305,Nova Iguaçu,RJ
csess_0000443,cust_000366,45301,Interior City A,MT
csess_0000444,cust_000367,42692,Capital,AM
csess_0000445,cust_000367,49347,Capital,AM
csess_0000446,cust_000368,27189,Santos,SP
csess_0000447,cust_000368,17595,Santos,SP
csess_0000448,cust_000369,94148,Guarulhos,SP
csess_0000449,cust_000370,74370,Guarulhos,SP
csess_0000450,cust_000371,11921,Ribeirão Preto,SP
csess_0000451,cust_000372,12387,Santos,SP
csess_0000452,cust_000373,86266,Caxias do Sul,RS
csess_0000453,cust_000374,90366,Guarulhos,SP
csess_0000454,cust_000375,14825,Santos,SP
csess_0000455,cust_000375,15282,Santos,SP
csess_0000456,cust_000376,23869,Chapecó,SC
csess_0000457,cust_000376,25451,Chapecó,SC
csess_0000458,cust_000377,27905,São Paulo,SP
csess_0000459,cust_000378,12698,Marabá,PA
csess_0000460,cust_000379,29996,Ribeirão Preto,SP
csess_0000461,cust_000379,26892,Ribeirão Preto,SP
csess_0000462,cust_000380,58068,Santos,SP
csess_0000463,cust_000380,81726,Santos,SP
csess_0000464,cust_000381,88702,Santa Maria,RS
csess_0000465,cust_000381,39689,Santa Maria,RS
csess_0000466,cust_000382,41604,Vitória da Conquista,BA
csess_0000467,cust_000383,79457,Capital,GO
csess_0000468,cust_000384,27243,Maringá,PR
csess_0000469,cust_000385,53787,Caucaia,CE
csess_0000470,cust_000386,44315,Ribeirão Preto,SP
csess_0000471,cust_000387,42035,Guarulhos,SP
csess_0000472,cust_000388,44844,Caruaru,PE
csess_0000473,cust_000388,26820,Caruaru,PE
csess_0000474,cust_000389,98005,Caucaia,CE
csess_0000475,cust_000389,56676,Caucaia,CE
csess_0000476,cust_000390,59914,Capital,RO
csess_0000477,cust_000391,10735,Nova Iguaçu,RJ
csess_0000478,cust_000391,82750,Nova Iguaçu,RJ
csess_0000479,cust_000392,33968,Petrópolis,RJ
csess_0000480,cust_000393,54624,Jaboatão dos Guararapes,PE
csess_0000481,cust_000394,65746,Niterói,RJ
csess_0000482,cust_000395,80264,Interior City B,ES
csess_0000483,cust_000396,46497,Chapecó,SC
csess_0000484,cust_000397,17241,Rio de Janeiro,RJ
csess_0000485,cust_000398,92996,Jaboatão dos Guararapes,PE
csess_0000486,cust_000399,86008,Caruaru,PE
csess_0000487,cust_000400,71639,São Bernardo do Campo,SP
csess_0000488,cust_000400,27057,São Bernardo do Campo,SP
csess_0000489,cust_000400,59700,São Bernardo do Campo,SP
csess_0000490,cust_000401,24432,Capital,AM
csess_0000491,cust_000402,71488,Contagem,MG
csess_0000492,cust_000403,28953,Santarém,PA
csess_0000493,cust_000404,92833,São Paulo,SP
csess_0000494,cust_000405,82232,Interior City A,GO
csess_0000495,cust_000406,39347,Petrópolis,RJ
csess_0000496,cust_000407,31249,São Bernardo do Campo,SP
csess_0000497,cust_000408,63458,Capital,AM
csess_0000498,cust_000409,95193,São Paulo,SP
csess_0000499,cust_000410,98496,Guarulhos,SP
csess_0000500,cust_000411,57668,Capital,PI
csess_0000501,cust_000412,93442,Capital,PI
csess_0000502,cust_000412,12802,Capital,PI
csess_0000503,cust_000413,28033,Belo Horizonte,MG
csess_0000504,cust_000414,45088,Salvador,BA
csess_0000505,cust_000415,27527,Campos dos Goytacazes,RJ
csess_0000506,cust_000415,21964,Campos dos Goytacazes,RJ
csess_0000507,cust_000416,51005,Santos,SP
csess_0000508,cust_000417,95234,São Bernardo do Campo,SP
csess_0000509,cust_000418,14406,Canoas,RS
csess_0000510,cust_000418,61761,Canoas,RS
csess_0000511,cust_000418,72347,Canoas,RS
csess_0000512,cust_000419,83127,Caruaru,PE
csess_0000513,cust_000420,13119,Juazeiro do Norte,CE
csess_0000514,cust_000421,68935,Caucaia,CE
csess_0000515,cust_000421,68327,Caucaia,CE
csess_0000516,cust_000422,62749,Guarulhos,SP
csess_0000517,cust_000422,69094,Guarulhos,SP
csess_0000518,cust_000423,97409,Uberlândia,MG
csess_0000519,cust_000424,92485,Guarulhos,SP
csess_0000520,cust_000425,17651,Belo Horizonte,MG
csess_0000521,cust_000426,36896,Nova Iguaçu,RJ
csess_0000522,cust_000427,20370,Interior City B,GO
csess_0000523,cust_000428,54552,Niterói,RJ
csess_0000524,cust_000429,16777,São Bernardo do Campo,SP
csess_0000525,cust_000430,10113,Ribeirão Preto,SP
csess_0000526,cust_000430,10531,Ribeirão Preto,SP
csess_0000527,cust_000431,19714,Caruaru,PE
csess_0000528,cust_000431,13410,Caruaru,PE
csess_0000529,cust_000432,84772,Feira de Santana,BA
csess_0000530,cust_000432,34608,Feira de Santana,BA
csess_0000531,cust_000433,18324,Guarulhos,SP
csess_0000532,cust_000433,86695,Guarulhos,SP
csess_0000533,cust_000434,44494,Guarulhos,SP
